,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date
99,cityinnwestminster,"Fantastic location, 2 minutes away from the houses of parliamentWindows were nonexistent  let in all the noise from outside Someone was having a party in an apartment opposite  our room was shaking from all the noise, didnt stop until 1130pm and we were then woken at 6am by the road sweepers outside You could also hear all the noise in the rooms upstairs The rooms all have wooden flooring so you can hear every step We could heat every time the people upstairs went for a wee too, which was a bit weird Basically didnt sleep at all and the staff said there was nothing they could do  didnt even apologise",2024-01-08,3.0,8.3,7467,0,0,Noisey Only stay here if youre not bothered about sleeping,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02
100,lancaster-gate,The location was excellent for our visit to Hyde Park The breakfast was very good with plenty of choiceHappy with the hotel,2023-07-10,9.0,7.7,14445,0,0,Excellent location for Hyde Park,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
101,zedwell-trocaderor,"modern, clean and convenientnot option of a proper breakfast facility",2022-11-28,8.0,7.4,39497,0,0,Very good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
102,windsorhousehotel,"Its was nice and clean, and the staff were kind",2024-04-21,10.0,8.0,6335,0,0,Exceptional,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02
103,crestfieldhotel,"The  room was spotlessly clean, the bedding was snowy white and  the bed was really comfortable The staff were really friendly and helpful I only used this as a quick over night stay as I was travelling on Eurostar but I would definitely stay here againNA",2022-06-14,9.0,7.8,6515,0,0,"Great hotel and location, lovely friendly staff",2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02
104,milleniumgloucester,"Location 
Spacious roomLifts slow 
Friendly concierge and cleaners 
Room not ready when arrived at 8pm Asked to wait for 10 minutes Was still waiting 30 minutes later no one told me room was ready Upset after a 6 hour journey Not good enough",2024-10-21,6.0,7.4,15320,0,0,Disappointed,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02
105,cityinnwestminster,comfortable  clean and good value for money,2022-02-01,10.0,8.3,7467,0,0,Exceptional,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02
106,thistletower,Location and staff,2024-02-15,9.0,7.7,20956,0,0,Very good,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
107,blakemore,excellent location and friendly staffsoundproofing can be better can hear footsteps from corridor and room upstairs,2023-06-21,8.0,8.3,12340,0,0,Very good,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
108,z-trafalgar,"fast check in, manager is smart and nice to offer us the best option as available in the hotelthe hotel room itself is designed too small and overheated inside the room, the air conditioning doesnt make a comforting human temperature, no windows room can be changed, the small rooms are over priced, the room feels like a sauna room",2023-10-15,1.0,8.4,13923,0,0,"the worst hotel that I ever stayed, doesnt worth the price compared to other hotels",3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02
109,marlin-waterloo,Nothing specialNothing,2023-08-06,5.0,8.1,10695,0,0,Room cleaning after every alternative day which is not good it should be on daily basis also there is no water bottle av,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02
110,tavistock,The location was great for me 5 walk to the tube station fromto the airport and 7 min walking to the conference I attended,2024-06-14,8.0,7.7,5932,0,0,Very good,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02
111,point-a-london-liverpool-street,"Great location, very clean and modern, friendly staffNo teacoffee facilities in room",2024-04-09,7.0,7.7,8323,0,0,Good,3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02
112,alexandra-hotel,"its location 
rooms seemed clean 
staff niceit was very dated,, shower stopped working,, 
breakfast, boiled eggs, cold toast hard croissants 
we didnt eat breakfast the second morning
smelt like fags",2023-02-24,6.0,7.0,6404,0,0,"great location, but very dated hotel",3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02
113,windsorhousehotel,"we stayed for four nights, we were upgraded to a deluxe room room was small with very little storage but was very clean and bed was small but comfortable  unusual setup in that the hotel is spread across four buildings with other buildings in between but these can only be accessed using your key card so felt safe fantastic location just a few minutes from earls court tube station with some shops and restaurants nearby hotel is situated in a quiet street so no problems with noisealthough you are advised to call reception if you need anything they dont answer the phone, it goes straight to voicemail only had one occasion when we needed to contact them as housekeeping had forgotten to leave towels went to reception several doors up and they gave us towels",2024-10-12,8.0,8.0,6335,0,0,enjoyable stay,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02
114,sidneyhotel,"Continental breakfast was basic but adequate considering its free The staff were lovely and helpful Location is excellent, we visited Westminster Abbey, saw Wicked at the Apollo Victoria and visited Camden market All accessible from the number 24 bus which stops directly outside hotelI stripped the bed the morning we left and was horrified by the state of the mattress It was heavily stained and Im glad I only noticed that as we were leaving It was a shock as it wasnt in keeping with the rest of the hotel which is fresh and clean",2022-05-14,7.0,7.8,12641,2,0,Good value for money,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02
115,tavistock,"The accessibility and location were greatThe hotel needs a major interior upgrade
The halls, carpeting, bathrooms and rooms without sound barriers leave much to be desired",2024-01-03,7.0,7.7,5932,0,0,Good,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02
116,blakemore,"Reception Staff were so helpful and friendly,  our room and reception was lovely and clean",2022-04-27,9.0,8.3,12340,0,0,Superb,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
117,marlin-waterloo,LocationIts a bit too expensive,2022-09-13,7.0,8.1,10695,1,0,Good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02
118,norfolktowershotel,"The staff was very nice, and Moh made us feel welcome The room was small but cosy, with beautiful bright windows It was quiet and spotlessly clean",2022-05-20,10.0,7.7,9382,0,0,Great little rooms and staff,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
119,thistletower,Afternoon Tea and viewCoffee machine didnt work as well the buttons to clean or dont disturb,2022-05-23,8.0,7.7,20956,0,0,Very good,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
120,windsorhousehotel,"Nice location, very clean rooms",2022-08-02,10.0,8.0,6335,0,0,Exceptional,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02
121,montcalm-chilworth-townhouse,"convenient location, disabled access room was ideal, and very well placedBreakfast was okay, but a bit limited in the range of food available",2022-05-04,8.0,7.7,9205,0,0,Very good,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02
122,parkinternational,"Great location, value for money Great view from the room and comfortable bed Fresh and varied buffet breakfast",2022-04-26,10.0,7.6,6120,0,0,Incredible value and super location,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02
123,studios2let,I appreciated the friendliness of the staff,2023-02-14,8.0,7.6,11670,0,0,Very good,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02
124,milleniumgloucester,LocationElevator not working will errors,2024-01-22,8.0,7.4,15320,0,0,Good hotel but need some more house keeping and mintinance for lifting,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02
125,blakemore,Very clean and comfortableNothing,2023-10-05,9.0,8.3,12340,0,0,Very good hotel Close to everything,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
126,blakemore,The breakfast was a bit bland but I guess thats a cultural differenceMore variety in the breakfast or perhaps a different breakfast menu for different days,2024-10-24,8.0,8.3,12340,0,0,Excellent overall Very friendly staff,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
127,montcalm-chilworth-townhouse,"Location of hotel great, breakfast room very small,your all on top of one another and not great choices The bar looks nothing like the booking pictures ver small and not open till early eveningBreakfast,bar,room",2024-05-26,4.0,7.7,9205,0,0,Not the best,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02
128,blakemore,"Great reception and welcome from staff, very friendly and helpful Lovely room, very comfortable and a real bonus to have air con that actually works Handy location and easy walk to tube and bus stop  Great stayNothing, everything exceeded expectations thank you",2022-07-07,9.0,8.3,12340,0,0,Flying visit to London,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
129,park-plaza-county-hall,"Full English Breakfast was ok
Sausage quite salty
Premier Inn full English Breakfast Im sorry to say in my opinion was excellentSausages in the full English Breakfast",2022-09-13,9.0,8.6,11045,0,0,Accommodation very good  Over all good apart from the Full English Breakfast,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02
130,thistletower,locationair was not cool,2022-07-26,7.0,7.7,20956,0,0,nice visit,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02
131,studios2let,It went very smooth The lady at the reception was very niceThe room was a bit cold Couldnt figure out how to turn on the heater,2023-11-27,8.0,7.6,11670,0,0,"Peaceful area, quiet, easy to get to most places",3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02
132,windsorhousehotel,The location excellent everything within walking distanceGreatI am not good with the symbols for working the electrics etc but that is my fault,2024-09-03,9.0,8.0,6335,0,0,Great Hotel a real treat,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02
133,norfolktowershotel,"The choice was ok but the quality of ingredients and the realization was poorThe room was small for a kind size bed 
He tooled them two days to fix the air conditioning",2023-06-15,8.0,7.7,9382,0,0,Overall a good stay,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
134,phoenixhotel,Great location and friendly staff Im recommending this hotel to anyone visiting London,2022-09-10,10.0,8.2,5898,0,0,Great,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02
135,montcalm-chilworth-townhouse,LocationNo GYM,2022-06-08,8.0,7.7,9205,1,0,Very good,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02
136,the-clermont-victoria,"Really kind staff, everything is clean and tidy, amazing location, the lobby smells really nice too",2022-04-21,10.0,8.7,6664,0,0,recommend this hotel very much,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02
137,point-a-london-liverpool-street,"Location great, basic hotel with excellent staffRooms are small, the shower door is see through",2024-11-18,8.0,7.7,8323,0,0,Very good,3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02
138,blakemore,"Lovely outside area 
Great size bed really comfortableNo mini bar in room fridge was empty No room service after eleven or didnt seem to be as no one answered the phone",2024-10-25,8.0,8.3,12340,0,0,Comfortable and clean  very good location,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
139,keystone-house,"Good location for the money to be near St Pancras and Kings Cross Rail stations Area outside the hotel not the cleanest, but the hotel clean and better than expectations for area and priceLow water pressure in the shower",2024-07-29,8.0,7.9,5933,0,0,Good for 12 night stay for a good price when you need to travel from the train station,3,8.5,7.9,8.3,8.1,8.1,9.4,2024-12-02
140,the-belgrave,"The room was fantastic Very clean comfortable beds
The location was brilliant easy access to everywhere in London Tube nearby and bustops close
Breakfast was outstanding
 The staff were so accommadating Very friendly and so helpfulAll was good",2022-07-15,10.0,8.6,5715,0,0,Fantastiic hotel with everything you could wish for,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02
141,blakemore,"Beautiful entrance, location, rooms and staffno window in our room",2023-05-18,8.0,8.3,12340,1,0,2nd stay and look forward to going back,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02
142,express-hammersmith,"Great locationSmall rooms, but expected for London",2023-08-22,9.0,8.0,8003,0,0,Would stay again,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02
143,nyx-hotel-london-by-leonardo-hotels,"Location, rooms",2023-06-17,10.0,8.4,9394,0,0,Exceptional,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02
144,crestfieldhotel,Perfect location for traveling around and out of London Would definitely stay again and would highly recommend to others,2024-02-11,10.0,7.8,6515,0,0,Exceptional,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02
145,lancaster-gate,"was friendly stagfshower was rubbish couldnt get a decent shower 
and the bed was so uncomfortable it was horrible",2022-06-05,1.0,7.7,14445,0,0,rubbish,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
146,sidneyhotel,"Very clean, tidy room, 10 mins walk from victoria coach station and train station, good location, value for money, no complaints with continental breakfast would go againOnly thing i thought could have been improved is the bed base, looked like a divan bed with drawers missing but thats just me being picky to find",2022-01-12,10.0,7.8,12641,0,1,Exceptional,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02
147,park-plaza-county-hall,"location is great, quite, safe and close to restaurants, coffee shops, close to London eye  easy to reach
fast check in  out, great front desk team
room is spacious and beds are comfortablethe cleaning service is not good comparing it to my previous stay
some furniture need to be renewed",2024-11-10,8.0,8.6,11045,0,0,Great Stay,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02
148,zedwell-trocaderor,"The location was great, very central and close to everything The room was small and basic but very comfortable and cleanThe price given the size and simplicity of the premises",2024-01-06,8.0,7.4,39497,0,0,Comfortable stay,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02
149,lancaster-gate,"Hotel location great,  room had everything expectedDidnt like the basement location of the room",2022-08-09,8.0,7.7,14445,0,0,Great location easy to get to by car or train Lovely and clean,3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02
